"matricula";"ano_matriculacion";"color";"num_plazas";"km";"marca";"modelo";"categoria";"tipo_combustible"
"ZCK9172";"2000";"ROJO";"5";"5308.00000";"Alfa Romeo";"Sprint";"MONOVOLÚMENES";"HIDRÓGENO"
"INM9185";"2004";"ROJO";"5";"36847.00000";"Alfa Romeo";"Sprint";"MINI";"DIESEL"
"YXS7684";"2006";"ROJO";"5";"26704.00000";"Alfa Romeo";"Sprint";"MEDIANA";"HÍBRIDO"
"RFZ3427";"2003";"ROJO";"5";"11003.00000";"Alfa Romeo";"Sprint";"DESCAPOTABLES";"GLP"
"VTG1531";"2002";"ROJO";"7";"32078.00000";"Alfa Romeo";"Sprint";"MONOVOLÚMENES";"GASOLINA"
"QOY1531";"2006";"ROJO";"7";"27380.00000";"Alfa Romeo";"Mito";"MONOVOLÚMENES";"ELÉCTRICO"
"DAT7320";"2015";"ROJO";"5";"53414.00000";"Alfa Romeo";"Mito";"FAMILIAR";"HÍBRIDO"
"TJO8132";"2001";"ROJO";"5";"74451.00000";"Alfa Romeo";"Mito";"SUV";"ELÉCTRICO"
"KDK6101";"2013";"ROJO";"5";"72805.00000";"Alfa Romeo";"Mito";"MONOVOLÚMENES";"HIDRÓGENO"
"KAV1107";"2019";"ROJO";"5";"93831.00000";"Alfa Romeo";"Mito";"COMPACTA";"HÍBRIDO"
"UJN5057";"2014";"ROJO";"5";"5746.00000";"Alfa Romeo";"Mito";"MONOVOLÚMENES";"HIDRÓGENO"
"VCX2421";"2011";"ROJO";"5";"36733.00000";"Alfa Romeo";"Mito";"MINI";"DIESEL"
"MKS2103";"2003";"ROJO";"5";"57006.00000";"Aro";"Expander";"MEDIANA";"DIESEL"
"AAZ9570";"2002";"ROJO";"5";"63624.00000";"Aro";"Expander";"COMPACTA";"DIESEL"
"SRG3787";"2007";"ROJO";"7";"51322.00000";"Aro";"Expander";"MONOVOLÚMENES";"HIDRÓGENO"
"NKL1010";"2010";"ROJO";"5";"66070.00000";"Aro";"Expander";"ECONÓMICA";"HIDRÓGENO"
"ROV4702";"2001";"ROJO";"5";"52678.00000";"Aro";"Expander";"FAMILIAR";"HIDRÓGENO"
"TYM6450";"2014";"ROJO";"5";"83203.00000";"Aro";"10";"LUJO";"GASOLINA"
"KCE7106";"2018";"ROJO";"5";"70136.00000";"Aro";"10";"MINI";"DIESEL"
"JPV3299";"2017";"ROJO";"7";"12473.00000";"Aro";"10";"MONOVOLÚMENES";"GLP"
"BFT2983";"2001";"ROJO";"5";"84720.00000";"Aro";"10";"LUJO";"GLP"
"CKS4735";"2007";"ROJO";"5";"29274.00000";"Aro";"10";"COMPACTA";"GASOLINA"
"WNX0374";"2019";"ROJO";"5";"70913.00000";"Aro";"10";"MINI";"GN"
"SMG8252";"2008";"ROJO";"5";"8754.00000";"Aro";"10";"SUV";"ELÉCTRICO"
"VNB8922";"2008";"ROJO";"5";"8584.00000";"Aro";"10";"SUV";"ELÉCTRICO"
"ZZZ9769";"2018";"ROJO";"5";"36517.00000";"Aro";"24";"MINI";"GASOLINA"
"MNB8853";"2018";"ROJO";"5";"14230.00000";"Aro";"24";"DESCAPOTABLES";"HÍBRIDO"
"JRH5441";"2003";"ROJO";"5";"34906.00000";"Aro";"24";"ECONÓMICA";"ELÉCTRICO"
"JMJ4919";"2001";"ROJO";"5";"97637.00000";"Aro";"24";"COMPACTA";"GN"
"TII8919";"2000";"ROJO";"5";"5300.00000";"Asia";"Rocsta";"MONOVOLÚMENES";"GLP"
"AVA7557";"2002";"ROJO";"7";"9945.00000";"Asia";"Rocsta";"MONOVOLÚMENES";"GLP"
"SCL9069";"2012";"ROJO";"7";"25813.00000";"Asia";"Rocsta";"MONOVOLÚMENES";"ELÉCTRICO"
"CZP1017";"2005";"ROJO";"5";"48122.00000";"Asia Motors";"Rocsta";"DESCAPOTABLES";"HÍBRIDO"
"NOG6110";"2018";"ROJO";"5";"46489.00000";"Asia Motors";"Rocsta";"DESCAPOTABLES";"HIDRÓGENO"
"DOH8113";"2001";"ROJO";"9";"84379.00000";"Asia Motors";"Rocsta";"MONOVOLÚMENES";"HIDRÓGENO"
"IAD5429";"2017";"ROJO";"5";"35420.00000";"Asia Motors";"Rocsta";"ECONÓMICA";"ELÉCTRICO"
"KUT3480";"2014";"ROJO";"5";"30106.00000";"Asia Motors";"Rocsta";"COMPACTA";"GASOLINA"
"VEN0616";"2013";"ROJO";"5";"27019.00000";"Asia Motors";"Rocsta";"MEDIANA";"HIDRÓGENO"
"DFS1060";"2003";"ROJO";"5";"89535.00000";"Aston Martin";"Db7";"FAMILIAR";"ELÉCTRICO"
"XNW7129";"2017";"ROJO";"5";"36188.00000";"Aston Martin";"Db7";"ECONÓMICA";"ELÉCTRICO"
"IUX1106";"2008";"ROJO";"5";"76605.00000";"Aston Martin";"Db7";"SUV";"GASOLINA"
"CNK4618";"2007";"ROJO";"5";"74862.00000";"Aston Martin";"Db7";"SUV";"HÍBRIDO"
"MXY1746";"2017";"ROJO";"5";"43666.00000";"Aston Martin";"Db7";"SUV";"GASOLINA"
"YWM9040";"2018";"ROJO";"9";"70227.00000";"Aston Martin";"Db7";"MONOVOLÚMENES";"DIESEL"
"RCN3793";"2018";"ROJO";"5";"92019.00000";"Aston Martin";"V8";"MEDIANA";"GN"
"ETH2175";"2003";"ROJO";"5";"43528.00000";"Aston Martin";"V8";"SUV";"GASOLINA"
"LVV6553";"2018";"ROJO";"7";"91188.00000";"Aston Martin";"V8";"MONOVOLÚMENES";"HÍBRIDO"
"SBE8283";"2001";"ROJO";"5";"84397.00000";"Aston Martin";"V8";"LUJO";"DIESEL"
"UQU1073";"2011";"ROJO";"5";"36893.00000";"Aston Martin";"V8";"MINI";"GASOLINA"
"XKK8903";"2014";"ROJO";"5";"29537.00000";"Aston Martin";"V8";"COMPACTA";"ELÉCTRICO"
"OAK1095";"2016";"ROJO";"5";"64513.00000";"Aston Martin";"Db9";"COMPACTA";"DIESEL"
"XLL9363";"2009";"ROJO";"5";"33574.00000";"Aston Martin";"Db9";"ECONÓMICA";"HIDRÓGENO"
"FKK8733";"2014";"ROJO";"5";"28759.00000";"Aston Martin";"Db9";"COMPACTA";"HÍBRIDO"
"HVI1487";"2007";"ROJO";"5";"97767.00000";"Aston Martin";"Db9";"COMPACTA";"DIESEL"
"QNU4410";"2015";"ROJO";"5";"8313.00000";"Aston Martin";"Db9";"SUV";"HÍBRIDO"
"YWN9102";"2006";"ROJO";"5";"71222.00000";"Aston Martin";"Db9";"MINI";"DIESEL"
"CNK4887";"2002";"ROJO";"5";"87620.00000";"Aston Martin";"Vanquish";"FAMILIAR";"HIDRÓGENO"
"QAC5310";"2008";"ROJO";"5";"8236.00000";"Aston Martin";"Vanquish";"SUV";"HÍBRIDO"
"EXA4128";"2008";"ROJO";"5";"7067.00000";"Aston Martin";"Vanquish";"MONOVOLÚMENES";"HIDRÓGENO"
"XVN1755";"2016";"ROJO";"5";"10362.00000";"Aston Martin";"V8 Vantage";"SUV";"GASOLINA"
"LBA8073";"2009";"ROJO";"5";"88179.00000";"Aston Martin";"V8 Vantage";"FAMILIAR";"HÍBRIDO"
"MHZ1469";"2017";"ROJO";"5";"43999.00000";"Aston Martin";"V8 Vantage";"SUV";"GASOLINA"
"KOO1733";"2009";"ROJO";"5";"33215.00000";"Aston Martin";"V8 Vantage";"ECONÓMICA";"GLP"
"USC4562";"2004";"ROJO";"5";"14205.00000";"Aston Martin";"Vantage";"DESCAPOTABLES";"HIDRÓGENO"
"LBX3950";"2011";"ROJO";"5";"36555.00000";"Aston Martin";"Vantage";"ECONÓMICA";"ELÉCTRICO"
"VQT9104";"2004";"ROJO";"5";"45171.00000";"Aston Martin";"Vantage";"SUV";"DIESEL"
"YGK3496";"2001";"ROJO";"5";"53042.00000";"Aston Martin";"Vantage";"LUJO";"GLP"
"OOB7487";"2007";"ROJO";"7";"74528.00000";"Aston Martin";"Vantage";"MONOVOLÚMENES";"GN"
"EDC0107";"2006";"ROJO";"7";"50148.00000";"Aston Martin";"Dbs";"MONOVOLÚMENES";"HIDRÓGENO"
"QYT1063";"2012";"ROJO";"5";"70590.00000";"Aston Martin";"Dbs";"ECONÓMICA";"GASOLINA"
"RDT3191";"2015";"ROJO";"7";"55261.00000";"Aston Martin";"Dbs";"MONOVOLÚMENES";"HÍBRIDO"
"RZZ9590";"2006";"ROJO";"5";"26182.00000";"Aston Martin";"Dbs";"MEDIANA";"GLP"
"NGT0955";"2005";"ROJO";"7";"37743.00000";"Aston Martin";"Dbs";"MONOVOLÚMENES";"DIESEL"
"GPG4152";"2009";"ROJO";"7";"77980.00000";"Aston Martin";"Dbs";"MONOVOLÚMENES";"GLP"
"QNO4165";"2016";"ROJO";"5";"88057.00000";"Aston Martin";"Dbs";"FAMILIAR";"HIDRÓGENO"
"UNF5997";"2018";"ROJO";"7";"23821.00000";"Aston Martin";"Volante";"MONOVOLÚMENES";"HÍBRIDO"
"IFC8910";"2000";"ROJO";"5";"51587.00000";"Aston Martin";"Volante";"LUJO";"GASOLINA"
"EVO3101";"2013";"ROJO";"5";"26906.00000";"Aston Martin";"Volante";"MEDIANA";"GLP"
"AMI3547";"2007";"ROJO";"5";"74069.00000";"Aston Martin";"Volante";"MONOVOLÚMENES";"HIDRÓGENO"
"KTP8258";"2012";"ROJO";"5";"16195.00000";"Aston Martin";"Volante";"DESCAPOTABLES";"ELÉCTRICO"
"DRB2729";"2012";"ROJO";"5";"71523.00000";"Aston Martin";"Volante";"MINI";"GASOLINA"
"TWB7545";"2009";"ROJO";"5";"32060.00000";"Aston Martin";"Volante";"COMPACTA";"DIESEL"
"VPL5109";"2009";"ROJO";"5";"86903.00000";"Aston Martin";"Volante";"LUJO";"GLP"
"SCH2174";"2019";"ROJO";"5";"71800.00000";"Aston Martin";"Volante";"MINI";"DIESEL"
"KTM2573";"2005";"ROJO";"5";"24916.00000";"Aston Martin";"Virage";"FAMILIAR";"GASOLINA"
"IQD7456";"2010";"ROJO";"7";"57548.00000";"Aston Martin";"Virage";"MONOVOLÚMENES";"HÍBRIDO"
"OFJ3493";"2017";"ROJO";"5";"45047.00000";"Aston Martin";"Virage";"SUV";"GASOLINA"
"SLC1455";"2015";"ROJO";"5";"86868.00000";"Aston Martin";"Virage";"LUJO";"GLP"
"QEA5523";"2018";"ROJO";"9";"37601.00000";"Aston Martin";"Vantage V8";"MONOVOLÚMENES";"DIESEL"
"KEP4593";"2018";"ROJO";"5";"46458.00000";"Aston Martin";"Vantage V8";"SUV";"GN"
"LWB7525";"2016";"ROJO";"5";"9908.00000";"Aston Martin";"Vantage V8";"SUV";"ELÉCTRICO"
"PQH7409";"2009";"ROJO";"5";"32918.00000";"Aston Martin";"Vantage V8";"COMPACTA";"GN"
"YEA5793";"2013";"ROJO";"5";"73468.00000";"Aston Martin";"Vantage V8";"MONOVOLÚMENES";"GLP"
"AUY2312";"2000";"ROJO";"5";"83416.00000";"Aston Martin";"Vantage V8";"DESCAPOTABLES";"ELÉCTRICO"
"BTN4342";"2012";"ROJO";"5";"24631.00000";"Aston Martin";"Vantage V8";"FAMILIAR";"GASOLINA"
"MXC7343";"2002";"ROJO";"5";"54307.00000";"Aston Martin";"Vantage V8";"LUJO";"HIDRÓGENO"
"EPN8469";"2008";"ROJO";"5";"54557.00000";"Aston Martin";"Vantage V8";"LUJO";"HIDRÓGENO"
"YXQ4304";"2019";"ROJO";"5";"94938.00000";"Aston Martin";"Vantage V8";"MEDIANA";"HIDRÓGENO"
"NDB9414";"2010";"ROJO";"5";"66691.00000";"Aston Martin";"Vantage V8";"COMPACTA";"GLP"
"ISQ1098";"2017";"ROJO";"5";"13687.00000";"Aston Martin";"Vantage V12";"DESCAPOTABLES";"GLP"
"KLB9238";"2004";"ROJO";"7";"12944.00000";"Aston Martin";"Vantage V12";"MONOVOLÚMENES";"GLP"
"UHZ1537";"2019";"ROJO";"5";"94675.00000";"Aston Martin";"Vantage V12";"MEDIANA";"HIDRÓGENO"
"LDL7299";"2017";"ROJO";"5";"66677.00000";"Aston Martin";"Vantage V12";"COMPACTA";"GLP"
"KCF8284";"2011";"ROJO";"5";"67912.00000";"Aston Martin";"Rapide";"ECONÓMICA";"HIDRÓGENO"
"VLP7698";"2007";"ROJO";"5";"84397.00000";"Aston Martin";"Rapide";"LUJO";"ELÉCTRICO"
"YHP0407";"2015";"ROJO";"7";"85343.00000";"Aston Martin";"Rapide";"MONOVOLÚMENES";"HIDRÓGENO"
"RVE3151";"2003";"ROJO";"5";"89577.00000";"Aston Martin";"Rapide";"FAMILIAR";"HÍBRIDO"
"WIB3356";"2014";"ROJO";"5";"98009.00000";"Aston Martin";"Rapide";"COMPACTA";"GASOLINA"
"GXT0930";"2003";"ROJO";"7";"56526.00000";"Aston Martin";"Rapide";"MONOVOLÚMENES";"HÍBRIDO"
"VJG2382";"2008";"ROJO";"5";"54129.00000";"Aston Martin";"Cygnet";"LUJO";"GLP"
"IZY8106";"2017";"ROJO";"5";"36418.00000";"Aston Martin";"Cygnet";"ECONÓMICA";"HÍBRIDO"
"IWJ3231";"2018";"ROJO";"5";"15189.00000";"Aston Martin";"Cygnet";"DESCAPOTABLES";"HIDRÓGENO"
"PTY5796";"2001";"ROJO";"5";"76067.00000";"Aston Martin";"Cygnet";"SUV";"HÍBRIDO"
"DAR4942";"2016";"ROJO";"7";"88665.00000";"Aston Martin";"Cygnet";"MONOVOLÚMENES";"HÍBRIDO"
"SWF4335";"2017";"ROJO";"7";"58286.00000";"Aston Martin";"Cygnet";"MONOVOLÚMENES";"HÍBRIDO"
"XEF6110";"2003";"ROJO";"5";"34589.00000";"Aston Martin";"Cygnet";"ECONÓMICA";"HIDRÓGENO"
"SJU8866";"2005";"ROJO";"7";"25109.00000";"Aston Martin";"Cygnet";"MONOVOLÚMENES";"HÍBRIDO"
"QLK6824";"2011";"ROJO";"5";"14515.00000";"Aston Martin";"Cygnet";"DESCAPOTABLES";"GLP"
"PSR3615";"2004";"ROJO";"5";"90229.00000";"Aston Martin";"Cygnet";"FAMILIAR";"ELÉCTRICO"
"SYR5510";"2019";"ROJO";"5";"93645.00000";"Audi";"80";"MEDIANA";"GN"
"UGW5103";"2016";"ROJO";"5";"88739.00000";"Audi";"80";"FAMILIAR";"HIDRÓGENO"
"NAO7753";"2017";"ROJO";"5";"13474.00000";"Audi";"80";"SUV";"GN"
"HRL2970";"2019";"ROJO";"5";"16734.00000";"Audi";"80";"DESCAPOTABLES";"HÍBRIDO"
"VGU2701";"2014";"ROJO";"7";"51378.00000";"Audi";"80";"MONOVOLÚMENES";"HIDRÓGENO"
"FEG6559";"2005";"ROJO";"5";"24334.00000";"Audi";"80";"FAMILIAR";"ELÉCTRICO"
"XYA3684";"2010";"ROJO";"5";"44783.00000";"Audi";"80";"SUV";"ELÉCTRICO"
"MKR1677";"2010";"ROJO";"7";"45167.00000";"Audi";"A4";"MONOVOLÚMENES";"GLP"
"QQI7546";"2013";"ROJO";"5";"50138.00000";"Audi";"A4";"DESCAPOTABLES";"HÍBRIDO"
"SFA4956";"2014";"ROJO";"5";"74773.00000";"Audi";"A4";"MONOVOLÚMENES";"GLP"
"LMF5188";"2012";"ROJO";"5";"16712.00000";"Audi";"A4";"DESCAPOTABLES";"HÍBRIDO"
"WCZ5845";"2008";"ROJO";"5";"54650.00000";"Audi";"A4";"LUJO";"GLP"
"QJY6102";"2001";"ROJO";"7";"6610.00000";"Audi";"A4";"MONOVOLÚMENES";"DIESEL"
"EUM0753";"2017";"ROJO";"5";"67338.00000";"Audi";"A4";"COMPACTA";"GLP"
"SNN1887";"2002";"ROJO";"5";"64781.00000";"Audi";"A4";"COMPACTA";"ELÉCTRICO"
"IMJ4106";"2011";"ROJO";"7";"37751.00000";"Audi";"A4";"MONOVOLÚMENES";"GASOLINA"
"AOV4532";"2001";"ROJO";"9";"52435.00000";"Audi";"A4";"MONOVOLÚMENES";"HIDRÓGENO"
"BQZ0322";"2009";"ROJO";"5";"55407.00000";"Audi";"A4";"FAMILIAR";"HIDRÓGENO"
"XDW0410";"2018";"ROJO";"5";"46628.00000";"Audi";"A6";"SUV";"DIESEL"
"JNN0729";"2016";"ROJO";"5";"12059.00000";"Audi";"A6";"SUV";"GASOLINA"
"OSX3028";"2012";"ROJO";"5";"24743.00000";"Audi";"A6";"FAMILIAR";"ELÉCTRICO"
"MWZ3401";"2007";"ROJO";"5";"5726.00000";"Audi";"A6";"ECONÓMICA";"GASOLINA"
"XHV3980";"2018";"ROJO";"5";"47467.00000";"Audi";"A6";"DESCAPOTABLES";"GLP"
"ZPD9999";"2013";"ROJO";"7";"72267.00000";"Audi";"A6";"MONOVOLÚMENES";"DIESEL"
"UOL6621";"2003";"ROJO";"5";"44088.00000";"Audi";"A6";"SUV";"ELÉCTRICO"
"LCC3184";"2015";"ROJO";"5";"31430.00000";"Audi";"A6";"COMPACTA";"ELÉCTRICO"
"KKU7354";"2011";"ROJO";"5";"14595.00000";"Audi";"A6";"DESCAPOTABLES";"GLP"
"YAH4134";"2019";"ROJO";"5";"71149.00000";"Audi";"A6";"ECONÓMICA";"ELÉCTRICO"
"MHD7166";"2005";"ROJO";"5";"71333.00000";"Audi";"A6";"ECONÓMICA";"ELÉCTRICO"
"DGX7943";"2005";"ROJO";"5";"25281.00000";"Audi";"A6";"FAMILIAR";"GASOLINA"
"AHI7696";"2010";"ROJO";"5";"34796.00000";"Audi";"S6";"COMPACTA";"GLP"
"YDU7958";"2011";"ROJO";"5";"24237.00000";"Audi";"S6";"FAMILIAR";"ELÉCTRICO"
"AWH8397";"2015";"ROJO";"5";"76443.00000";"Audi";"S6";"MONOVOLÚMENES";"HÍBRIDO"
"GFI1323";"2013";"ROJO";"5";"27541.00000";"Audi";"Coupe";"MEDIANA";"GN"
"CWC8851";"2010";"ROJO";"5";"11924.00000";"Audi";"Coupe";"SUV";"ELÉCTRICO"
"KLB9584";"2010";"ROJO";"9";"67567.00000";"Audi";"Coupe";"MONOVOLÚMENES";"GASOLINA"
"WUH2104";"2003";"ROJO";"5";"88458.00000";"Audi";"S2";"LUJO";"GLP"
"IQF2310";"2009";"ROJO";"5";"78341.00000";"Audi";"S2";"SUV";"ELÉCTRICO"
"WID6788";"2016";"ROJO";"5";"88357.00000";"Audi";"S2";"LUJO";"GLP"
"ZNP4467";"2014";"ROJO";"5";"29715.00000";"Audi";"S2";"MEDIANA";"HIDRÓGENO"
"LOK4938";"2004";"ROJO";"5";"14396.00000";"Audi";"S2";"DESCAPOTABLES";"GLP"
"GHR6857";"2007";"ROJO";"7";"74941.00000";"Audi";"Rs2";"MONOVOLÚMENES";"DIESEL"
"UQT9111";"2003";"ROJO";"5";"89144.00000";"Audi";"Rs2";"LUJO";"HIDRÓGENO"
"OLM1107";"2007";"ROJO";"5";"97281.00000";"Audi";"Rs2";"MEDIANA";"HÍBRIDO"
"KJR3565";"2012";"ROJO";"5";"93725.00000";"Audi";"Rs2";"MEDIANA";"DIESEL"
"TMC1278";"2015";"ROJO";"5";"55250.00000";"Audi";"Rs2";"LUJO";"GLP"
"TSG1748";"2015";"ROJO";"5";"63635.00000";"Audi";"A8";"MEDIANA";"HIDRÓGENO"
"JIN6261";"2015";"ROJO";"5";"8973.00000";"Audi";"A8";"MONOVOLÚMENES";"GLP"
"WQP1678";"2000";"ROJO";"5";"51162.00000";"Audi";"A8";"DESCAPOTABLES";"HÍBRIDO"
"ETG9101";"2017";"ROJO";"5";"91353.00000";"Audi";"A8";"FAMILIAR";"ELÉCTRICO"
"MOI0135";"2007";"ROJO";"5";"84229.00000";"Audi";"A8";"DESCAPOTABLES";"HÍBRIDO"
"GKK7492";"2009";"ROJO";"5";"9512.00000";"Audi";"A8";"MONOVOLÚMENES";"HIDRÓGENO"
"OSW1091";"2004";"ROJO";"9";"67535.00000";"Audi";"A8";"MONOVOLÚMENES";"GASOLINA"
"DID7950";"2011";"ROJO";"5";"13725.00000";"Audi";"A8";"SUV";"DIESEL"
"EBT7015";"2005";"ROJO";"5";"37954.00000";"Audi";"A8";"ECONÓMICA";"HÍBRIDO"
"PTW0729";"2001";"ROJO";"5";"53666.00000";"Audi";"A8";"LUJO";"DIESEL"
"UZM6310";"2003";"ROJO";"7";"44198.00000";"Audi";"Cabriolet";"MONOVOLÚMENES";"GN"
"LQY8396";"2005";"ROJO";"5";"70167.00000";"Audi";"Cabriolet";"ECONÓMICA";"HIDRÓGENO"
"ADO3013";"2006";"ROJO";"5";"71664.00000";"Audi";"Cabriolet";"ECONÓMICA";"ELÉCTRICO"
"BET2657";"2003";"ROJO";"7";"88214.00000";"Audi";"Cabriolet";"MONOVOLÚMENES";"HIDRÓGENO"
"PJB1316";"2013";"ROJO";"5";"96545.00000";"Audi";"S8";"MEDIANA";"HIDRÓGENO"
"BWE2774";"2019";"ROJO";"5";"71627.00000";"Audi";"S8";"ECONÓMICA";"HÍBRIDO"
"TTJ7287";"2018";"ROJO";"5";"93282.00000";"Audi";"S8";"FAMILIAR";"GASOLINA"
"XZD7013";"2001";"ROJO";"5";"76755.00000";"Audi";"S8";"MONOVOLÚMENES";"HIDRÓGENO"
"CVV6616";"2017";"ROJO";"5";"91419.00000";"Audi";"A3";"FAMILIAR";"HÍBRIDO"
"PED1147";"2002";"ROJO";"5";"86669.00000";"Audi";"A3";"LUJO";"GASOLINA"
"AHI7697";"2014";"ROJO";"9";"53317.00000";"Audi";"S4";"MONOVOLÚMENES";"HIDRÓGENO"
"NXW7756";"2005";"ROJO";"5";"93342.00000";"Audi";"S4";"FAMILIAR";"GASOLINA"
"FRT8677";"2011";"ROJO";"5";"38190.00000";"Audi";"S4";"ECONÓMICA";"HÍBRIDO"
"OVM9188";"2012";"ROJO";"5";"94053.00000";"Audi";"S4";"FAMILIAR";"GASOLINA"
"UCC2709";"2009";"ROJO";"5";"56291.00000";"Audi";"S4";"LUJO";"GLP"
"OFM7159";"2005";"ROJO";"7";"93932.00000";"Audi";"S4";"MONOVOLÚMENES";"HÍBRIDO"
"VAN7886";"2013";"ROJO";"5";"74082.00000";"Audi";"S4";"MINI";"GASOLINA"
"XPD9103";"2012";"ROJO";"5";"47709.00000";"Audi";"S4";"SUV";"DIESEL"
"LEQ6225";"2016";"ROJO";"7";"88112.00000";"Audi";"Tt";"MONOVOLÚMENES";"HIDRÓGENO"
"GGN8780";"2014";"ROJO";"5";"7224.00000";"Audi";"Tt";"ECONÓMICA";"GASOLINA"
"FQO9101";"2019";"ROJO";"5";"49422.00000";"Audi";"Tt";"DESCAPOTABLES";"GLP"
"YTW2278";"2020";"ROJO";"7";"27920.00000";"Audi";"Tt";"MONOVOLÚMENES";"HÍBRIDO"
"DVU4854";"2007";"ROJO";"7";"51238.00000";"Audi";"Tt";"MONOVOLÚMENES";"HIDRÓGENO"
"XPK1467";"2014";"ROJO";"5";"53276.00000";"Audi";"Tt";"LUJO";"GASOLINA"
"CSJ6828";"2003";"ROJO";"9";"66085.00000";"Audi";"Tt";"MONOVOLÚMENES";"ELÉCTRICO"
"QAF1021";"2009";"ROJO";"5";"87617.00000";"Audi";"Tt";"LUJO";"GASOLINA"
"RPX7925";"2016";"ROJO";"5";"57530.00000";"Audi";"Tt";"FAMILIAR";"HIDRÓGENO"
"OMV5310";"2013";"ROJO";"5";"27314.00000";"Audi";"S3";"FAMILIAR";"GASOLINA"
"DMA6034";"2003";"ROJO";"9";"35183.00000";"Audi";"S3";"MONOVOLÚMENES";"GASOLINA"
"SWI9639";"2008";"ROJO";"5";"86712.00000";"Audi";"S3";"DESCAPOTABLES";"ELÉCTRICO"
"LRD6623";"2013";"ROJO";"5";"50771.00000";"Audi";"S3";"DESCAPOTABLES";"HIDRÓGENO"
"EUL9068";"2008";"ROJO";"7";"54670.00000";"Audi";"S3";"MONOVOLÚMENES";"HIDRÓGENO"
"KAX4525";"2001";"ROJO";"5";"75468.00000";"Audi";"S3";"MINI";"GN"
"ZSP9710";"2000";"ROJO";"5";"84121.00000";"Audi";"S3";"DESCAPOTABLES";"HIDRÓGENO"
"TCD4679";"2009";"ROJO";"5";"87850.00000";"Audi";"Allroad Quattro";"LUJO";"GASOLINA"
"OPI9421";"2006";"ROJO";"7";"49451.00000";"Audi";"Allroad Quattro";"MONOVOLÚMENES";"GLP"
"GTZ6210";"2014";"ROJO";"5";"30143.00000";"Audi";"Allroad Quattro";"MEDIANA";"HIDRÓGENO"
"WDA7138";"2010";"ROJO";"6";"47807.00000";"Audi";"Rs4";"LUJO";"GASOLINA"
"IFB7218";"2012";"ROJO";"5";"15948.00000";"Audi";"Rs4";"SUV";"GN"
"PFH8126";"2005";"ROJO";"5";"69666.00000";"Audi";"Rs4";"COMPACTA";"GLP"
"ZEW9995";"2020";"ROJO";"7";"28476.00000";"Audi";"Rs4";"MONOVOLÚMENES";"HÍBRIDO"
"WIY8395";"2016";"ROJO";"7";"56905.00000";"Audi";"Rs4";"MONOVOLÚMENES";"HIDRÓGENO"
"ZIS6775";"2008";"ROJO";"5";"31556.00000";"Audi";"Rs4";"MEDIANA";"HÍBRIDO"
"EDH1098";"2003";"ROJO";"5";"66162.00000";"Audi";"A2";"MEDIANA";"ELÉCTRICO"
"WLR1096";"2004";"ROJO";"5";"45686.00000";"Audi";"A2";"SUV";"HÍBRIDO"
"OAI6036";"2016";"ROJO";"5";"66811.00000";"Audi";"A2";"COMPACTA";"ELÉCTRICO"
"VYD9048";"2000";"ROJO";"5";"74172.00000";"Audi";"A2";"ECONÓMICA";"GASOLINA"
"CYL3236";"2001";"ROJO";"5";"29824.00000";"Audi";"A2";"MEDIANA";"GLP"
"AYP2413";"2006";"ROJO";"7";"18584.00000";"Audi";"A2";"MONOVOLÚMENES";"HIDRÓGENO"
"MCB1074";"2003";"ROJO";"5";"88722.00000";"Audi";"A2";"LUJO";"DIESEL"
"OBP8132";"2001";"ROJO";"7";"98692.00000";"Audi";"Rs6";"MONOVOLÚMENES";"ELÉCTRICO"
"AEX9781";"2003";"ROJO";"5";"67500.00000";"Audi";"Rs6";"COMPACTA";"GASOLINA"
"WUJ4129";"2012";"ROJO";"5";"25934.00000";"Audi";"Rs6";"FAMILIAR";"HÍBRIDO"
"JAA1319";"2001";"ROJO";"5";"53151.00000";"Audi";"Q7";"DESCAPOTABLES";"ELÉCTRICO"
"HUD4357";"2018";"ROJO";"9";"70897.00000";"Audi";"Q7";"MONOVOLÚMENES";"GASOLINA"
"VRX6237";"2010";"ROJO";"5";"12632.00000";"Audi";"Q7";"SUV";"HÍBRIDO"
"EIB4684";"2007";"ROJO";"5";"96840.00000";"Audi";"Q7";"MEDIANA";"GLP"
"JNP4348";"2020";"ROJO";"5";"50910.00000";"Audi";"Q7";"DESCAPOTABLES";"HIDRÓGENO"
"JTQ9781";"2015";"ROJO";"5";"31459.00000";"Audi";"Q7";"MEDIANA";"HIDRÓGENO"
"DBU8664";"2003";"ROJO";"5";"65821.00000";"Audi";"Q7";"MEDIANA";"HÍBRIDO"
"HLK7410";"2006";"ROJO";"5";"72836.00000";"Audi";"R8";"ECONÓMICA";"HÍBRIDO"
"XVL8490";"2010";"ROJO";"5";"43863.00000";"Audi";"R8";"MONOVOLÚMENES";"GLP"
"UQR6858";"2016";"ROJO";"5";"11862.00000";"Audi";"R8";"MONOVOLÚMENES";"HIDRÓGENO"
"AOS9435";"2008";"ROJO";"7";"77531.00000";"Audi";"R8";"MONOVOLÚMENES";"GN"
"GLK7153";"2017";"ROJO";"5";"68322.00000";"Audi";"R8";"COMPACTA";"GASOLINA"
"TFW6748";"2019";"ROJO";"5";"27629.00000";"Audi";"R8";"FAMILIAR";"GASOLINA"
"BKW2258";"2012";"ROJO";"5";"70582.00000";"Audi";"R8";"COMPACTA";"GLP"
