"nombre_actor";"apellidos_actor";"titulo_pelicula";"anio_pelicula";"es_protagonista"
"FAY";"WINSLET";"SUNDANCE INVASION";"2006";"0"
"FAY";"WINSLET";"WAR NOTTING";"2006";"0"
"FAY";"WINSLET";"WORDS HUNTER";"2006";"0"
"FAY";"WOOD";"BANG KWAI";"2006";"0"
"FAY";"WOOD";"CLEOPATRA DEVIL";"2006";"0"
"FAY";"WOOD";"CRYSTAL BREAKING";"2006";"0"
"FAY";"WOOD";"DORADO NOTTING";"2006";"0"
"FAY";"WOOD";"DUMBO LUST";"2006";"0"
"FAY";"WOOD";"DURHAM PANKY";"2006";"0"
"FAY";"WOOD";"ENGLISH BULWORTH";"2006";"0"
"FAY";"WOOD";"EXTRAORDINARY CONQUERER";"2006";"0"
"FAY";"WOOD";"FAMILY SWEET";"2006";"0"
"FAY";"WOOD";"GANGS PRIDE";"2006";"0"
"FAY";"WOOD";"GREEDY ROOTS";"2006";"0"
"FAY";"WOOD";"IDAHO LOVE";"2006";"0"
"FAY";"WOOD";"INSIDER ARIZONA";"2006";"0"
"FAY";"WOOD";"INTRIGUE WORST";"2006";"0"
"FAY";"WOOD";"KWAI HOMEWARD";"2006";"0"
"FAY";"WOOD";"LIAISONS SWEET";"2006";"0"
"FAY";"WOOD";"MONTEREY LABYRINTH";"2006";"0"
"FAY";"WOOD";"OUTBREAK DIVINE";"2006";"0"
"FAY";"WOOD";"PURPLE MOVIE";"2006";"0"
"FAY";"WOOD";"RUSHMORE MERMAID";"2006";"0"
"FAY";"WOOD";"SEATTLE EXPECATIONS";"2006";"0"
"FAY";"WOOD";"STEERS ARMAGEDDON";"2006";"0"
"FRANCES";"DAY-LEWIS";"BRINGING HYSTERICAL";"2006";"0"
"FRANCES";"DAY-LEWIS";"BROTHERHOOD BLANKET";"2006";"0"
"FRANCES";"DAY-LEWIS";"CHAMPION FLATLINERS";"2006";"0"
"FRANCES";"DAY-LEWIS";"CIDER DESIRE";"2006";"0"
"FRANCES";"DAY-LEWIS";"COAST RAINBOW";"2006";"0"
"FRANCES";"DAY-LEWIS";"DARLING BREAKING";"2006";"0"
"FRANCES";"DAY-LEWIS";"DOUBLE WRATH";"2006";"0"
"FRANCES";"DAY-LEWIS";"EAGLES PANKY";"2006";"0"
"FRANCES";"DAY-LEWIS";"ENTRAPMENT SATISFACTION";"2006";"0"
"FRANCES";"DAY-LEWIS";"EXPENDABLE STALLION";"2006";"0"
"FRANCES";"DAY-LEWIS";"FIDDLER LOST";"2006";"0"
"FRANCES";"DAY-LEWIS";"FINDING ANACONDA";"2006";"0"
"FRANCES";"DAY-LEWIS";"GABLES METROPOLIS";"2006";"0"
"FRANCES";"DAY-LEWIS";"GANGS PRIDE";"2006";"0"
"FRANCES";"DAY-LEWIS";"HOMICIDE PEACH";"2006";"0"
"FRANCES";"DAY-LEWIS";"LADY STAGE";"2006";"0"
"FRANCES";"DAY-LEWIS";"MADNESS ATTACKS";"2006";"0"
"FRANCES";"DAY-LEWIS";"MARRIED GO";"2006";"0"
"FRANCES";"DAY-LEWIS";"MERMAID INSECTS";"2006";"0"
"FRANCES";"DAY-LEWIS";"MOTHER OLEANDER";"2006";"0"
"FRANCES";"DAY-LEWIS";"OTHERS SOUP";"2006";"0"
"FRANCES";"DAY-LEWIS";"PURPLE MOVIE";"2006";"0"
"FRANCES";"DAY-LEWIS";"SAGEBRUSH CLUELESS";"2006";"0"
"FRANCES";"DAY-LEWIS";"SHREK LICENSE";"2006";"0"
"FRANCES";"DAY-LEWIS";"UNDEFEATED DALMATIONS";"2006";"0"
"FRANCES";"DAY-LEWIS";"UNTOUCHABLES SUNRISE";"2006";"0"
"FRANCES";"TOMEI";"AMERICAN CIRCUS";"2006";"0"
"FRANCES";"TOMEI";"ARABIA DOGMA";"2006";"0"
"FRANCES";"TOMEI";"ATLANTIS CAUSE";"2006";"0"
"FRANCES";"TOMEI";"BEACH HEARTBREAKERS";"2006";"0"
"FRANCES";"TOMEI";"BONNIE HOLOCAUST";"2006";"0"
"FRANCES";"TOMEI";"BREAKING HOME";"2006";"0"
"FRANCES";"TOMEI";"CROSSROADS CASUALTIES";"2006";"0"
"FRANCES";"TOMEI";"CROW GREASE";"2006";"0"
"FRANCES";"TOMEI";"CUPBOARD SINNERS";"2006";"0"
"FRANCES";"TOMEI";"DROP WATERFRONT";"2006";"0"
"FRANCES";"TOMEI";"DURHAM PANKY";"2006";"0"
"FRANCES";"TOMEI";"ESCAPE METROPOLIS";"2006";"0"
"FRANCES";"TOMEI";"FIREBALL PHILADELPHIA";"2006";"0"
"FRANCES";"TOMEI";"GAMES BOWFINGER";"2006";"0"
"FRANCES";"TOMEI";"GOODFELLAS SALUTE";"2006";"0"
"FRANCES";"TOMEI";"GORGEOUS BINGO";"2006";"0"
"FRANCES";"TOMEI";"HOCUS FRIDA";"2006";"0"
"FRANCES";"TOMEI";"INVASION CYCLONE";"2006";"0"
"FRANCES";"TOMEI";"IRON MOON";"2006";"0"
"FRANCES";"TOMEI";"MADNESS ATTACKS";"2006";"0"
"FRANCES";"TOMEI";"PLATOON INSTINCT";"2006";"0"
"FRANCES";"TOMEI";"SQUAD FISH";"2006";"0"
"FRANCES";"TOMEI";"SUICIDES SILENCE";"2006";"0"
"FRED";"COSTNER";"BLANKET BEVERLY";"2006";"0"
"FRED";"COSTNER";"BOONDOCK BALLROOM";"2006";"0"
"FRED";"COSTNER";"BROTHERHOOD BLANKET";"2006";"0"
"FRED";"COSTNER";"CAROL TEXAS";"2006";"0"
"FRED";"COSTNER";"CLEOPATRA DEVIL";"2006";"0"
"FRED";"COSTNER";"CONNECTICUT TRAMP";"2006";"0"
"FRED";"COSTNER";"DECEIVER BETRAYED";"2006";"0"
"FRED";"COSTNER";"DELIVERANCE MULHOLLAND";"2006";"0"
"FRED";"COSTNER";"EAGLES PANKY";"2006";"0"
"FRED";"COSTNER";"EARRING INSTINCT";"2006";"0"
"FRED";"COSTNER";"EASY GLADIATOR";"2006";"0"
"FRED";"COSTNER";"EMPIRE MALKOVICH";"2006";"0"
"FRED";"COSTNER";"ENTRAPMENT SATISFACTION";"2006";"0"
"FRED";"COSTNER";"GABLES METROPOLIS";"2006";"0"
"FRED";"COSTNER";"HUMAN GRAFFITI";"2006";"0"
"FRED";"COSTNER";"IMAGE PRINCESS";"2006";"0"
"FRED";"COSTNER";"IMPOSSIBLE PREJUDICE";"2006";"0"
"FRED";"COSTNER";"INCH JET";"2006";"0"
"FRED";"COSTNER";"KRAMER CHOCOLATE";"2006";"0"
"FRED";"COSTNER";"MAGNIFICENT CHITTY";"2006";"0"
"FRED";"COSTNER";"MIRACLE VIRTUAL";"2006";"0"
"FRED";"COSTNER";"MISSION ZOOLANDER";"2006";"0"
"FRED";"COSTNER";"REAR TRADING";"2006";"0"
"FRED";"COSTNER";"SAINTS BRIDE";"2006";"0"
"FRED";"COSTNER";"SENSE GREEK";"2006";"0"
"FRED";"COSTNER";"THEORY MERMAID";"2006";"0"
"FRED";"COSTNER";"WEEKEND PERSONAL";"2006";"0"
"GARY";"PENN";"ARGONAUTS TOWN";"2006";"0"
"GARY";"PENN";"ATTRACTION NEWTON";"2006";"0"
"GARY";"PENN";"BALLOON HOMEWARD";"2006";"0"
"GARY";"PENN";"BIRDS PERDITION";"2006";"0"
"GARY";"PENN";"CHOCOLATE DUCK";"2006";"0"
"GARY";"PENN";"DOUBLE WRATH";"2006";"0"
"GARY";"PENN";"EGYPT TENENBAUMS";"2006";"0"
"GARY";"PENN";"FLATLINERS KILLER";"2006";"0"
"GARY";"PENN";"GRAFFITI LOVE";"2006";"0"
"GARY";"PENN";"GREEDY ROOTS";"2006";"0"
"GARY";"PENN";"INTRIGUE WORST";"2006";"0"
"GARY";"PENN";"MAGNIFICENT CHITTY";"2006";"0"
"GARY";"PENN";"MASK PEACH";"2006";"0"
"GARY";"PENN";"MASKED BUBBLE";"2006";"0"
"GARY";"PENN";"MATRIX SNOWMAN";"2006";"0"
"GARY";"PENN";"NORTH TEQUILA";"2006";"0"
"GARY";"PENN";"PAYCHECK WAIT";"2006";"0"
"GARY";"PENN";"PEACH INNOCENT";"2006";"0"
"GARY";"PENN";"QUEST MUSSOLINI";"2006";"0"
"GARY";"PENN";"RUGRATS SHAKESPEARE";"2006";"0"
"GARY";"PENN";"SEA VIRGIN";"2006";"0"
"GARY";"PENN";"SOUTH WAIT";"2006";"0"
"GARY";"PENN";"VANISHING ROCKY";"2006";"0"
"GARY";"PENN";"VIRTUAL SPOILERS";"2006";"0"
"GARY";"PENN";"VOLUME HOUSE";"2006";"0"
"GARY";"PENN";"ZHIVAGO CORE";"2006";"0"
"GARY";"PHOENIX";"AFRICAN EGG";"2006";"0"
"GARY";"PHOENIX";"BEDAZZLED MARRIED";"2006";"0"
"GARY";"PHOENIX";"BUCKET BROTHERHOOD";"2006";"0"
"GARY";"PHOENIX";"CALENDAR GUNFIGHT";"2006";"0"
"GARY";"PHOENIX";"CAROL TEXAS";"2006";"0"
"GARY";"PHOENIX";"CITIZEN SHREK";"2006";"0"
"GARY";"PHOENIX";"HANDICAP BOONDOCK";"2006";"0"
"GARY";"PHOENIX";"HEAD STRANGER";"2006";"0"
"GARY";"PHOENIX";"HOLES BRANNIGAN";"2006";"0"
"GARY";"PHOENIX";"INSECTS STONE";"2006";"0"
"GARY";"PHOENIX";"JUMANJI BLADE";"2006";"0"
"GARY";"PHOENIX";"LOATHING LEGALLY";"2006";"0"
"GARY";"PHOENIX";"NORTH TEQUILA";"2006";"0"
"GARY";"PHOENIX";"PICKUP DRIVING";"2006";"0"
"GARY";"PHOENIX";"RIVER OUTLAW";"2006";"0"
"GARY";"PHOENIX";"ROAD ROXANNE";"2006";"0"
"GARY";"PHOENIX";"ROCK INSTINCT";"2006";"0"
"GARY";"PHOENIX";"RUN PACIFIC";"2006";"0"
"GARY";"PHOENIX";"STOCK GLASS";"2006";"0"
"GARY";"PHOENIX";"TIMBERLAND SKY";"2006";"0"
"GARY";"PHOENIX";"TOMORROW HUSTLER";"2006";"0"
"GARY";"PHOENIX";"VICTORY ACADEMY";"2006";"0"
"GARY";"PHOENIX";"WILD APOLLO";"2006";"0"
"GARY";"PHOENIX";"WORLD LEATHERNECKS";"2006";"0"
"GARY";"PHOENIX";"WRONG BEHAVIOR";"2006";"0"
"GENE";"HOPKINS";"CHAINSAW UPTOWN";"2006";"0"
"GENE";"HOPKINS";"CHISUM BEHAVIOR";"2006";"0"
"GENE";"HOPKINS";"CLUE GRAIL";"2006";"0"
"GENE";"HOPKINS";"DEEP CRUSADE";"2006";"0"
"GENE";"HOPKINS";"DOORS PRESIDENT";"2006";"0"
"GENE";"HOPKINS";"DRAGON SQUAD";"2006";"0"
"GENE";"HOPKINS";"ELF MURDER";"2006";"0"
"GENE";"HOPKINS";"FROST HEAD";"2006";"0"
"GENE";"HOPKINS";"GUMP DATE";"2006";"0"
"GENE";"HOPKINS";"HEDWIG ALTER";"2006";"0"
"GENE";"HOPKINS";"MANNEQUIN WORST";"2006";"0"
"GENE";"HOPKINS";"MODEL FISH";"2006";"0"
"GENE";"HOPKINS";"NIGHTMARE CHILL";"2006";"0"
"GENE";"HOPKINS";"PANTHER REDS";"2006";"0"
"GENE";"HOPKINS";"PITY BOUND";"2006";"0"
"GENE";"HOPKINS";"POND SEATTLE";"2006";"0"
"GENE";"HOPKINS";"SUIT WALLS";"2006";"0"
"GENE";"HOPKINS";"TOOTSIE PILOT";"2006";"0"
"GENE";"HOPKINS";"TORQUE BOUND";"2006";"0"
"GENE";"HOPKINS";"TRUMAN CRAZY";"2006";"0"
"GENE";"HOPKINS";"UPRISING UPTOWN";"2006";"0"
"GENE";"HOPKINS";"VANISHING ROCKY";"2006";"0"
"GENE";"MCKELLEN";"ALASKA PHANTOM";"2006";"0"
"GENE";"MCKELLEN";"ARMAGEDDON LOST";"2006";"0"
"GENE";"MCKELLEN";"BALLROOM MOCKINGBIRD";"2006";"0"
"GENE";"MCKELLEN";"BARBARELLA STREETCAR";"2006";"0"
"GENE";"MCKELLEN";"BOOGIE AMELIE";"2006";"0"
"GENE";"MCKELLEN";"CONFUSED CANDLES";"2006";"0"
"GENE";"MCKELLEN";"CRAZY HOME";"2006";"0"
"GENE";"MCKELLEN";"DIVIDE MONSTER";"2006";"0"
"GENE";"MCKELLEN";"DIVORCE SHINING";"2006";"0"
"GENE";"MCKELLEN";"EVE RESURRECTION";"2006";"0"
"GENE";"MCKELLEN";"GO PURPLE";"2006";"0"
"GENE";"MCKELLEN";"HAROLD FRENCH";"2006";"0"
"GENE";"MCKELLEN";"HORN WORKING";"2006";"0"
"GENE";"MCKELLEN";"INDIAN LOVE";"2006";"0"
"GENE";"MCKELLEN";"LIFE TWISTED";"2006";"0"
"GENE";"MCKELLEN";"MADIGAN DORADO";"2006";"0"
"GENE";"MCKELLEN";"MASSACRE USUAL";"2006";"0"
"GENE";"MCKELLEN";"OZ LIAISONS";"2006";"0"
"GENE";"MCKELLEN";"PITY BOUND";"2006";"0"
"GENE";"MCKELLEN";"PIZZA JUMANJI";"2006";"0"
"GENE";"MCKELLEN";"RESERVOIR ADAPTATION";"2006";"0"
"GENE";"MCKELLEN";"RUNAWAY TENENBAUMS";"2006";"0"
"GENE";"MCKELLEN";"SATISFACTION CONFIDENTIAL";"2006";"0"
"GENE";"MCKELLEN";"SATURDAY LAMBS";"2006";"0"
"GENE";"MCKELLEN";"SPICE SORORITY";"2006";"0"
"GENE";"MCKELLEN";"TREATMENT JEKYLL";"2006";"0"
"GENE";"MCKELLEN";"WANDA CHAMBER";"2006";"0"
"GENE";"WILLIS";"AIRPORT POLLOCK";"2006";"0"
"GENE";"WILLIS";"ARGONAUTS TOWN";"2006";"0"
"GENE";"WILLIS";"ARMY FLINTSTONES";"2006";"0"
"GENE";"WILLIS";"BANGER PINOCCHIO";"2006";"0"
"GENE";"WILLIS";"BEACH HEARTBREAKERS";"2006";"0"
"GENE";"WILLIS";"BENEATH RUSH";"2006";"0"
"GENE";"WILLIS";"CHAMPION FLATLINERS";"2006";"0"
"GENE";"WILLIS";"DARKNESS WAR";"2006";"0"
"GENE";"WILLIS";"DORADO NOTTING";"2006";"0"
"GENE";"WILLIS";"FLAMINGOS CONNECTICUT";"2006";"0"
"GENE";"WILLIS";"HOOK CHARIOTS";"2006";"0"
"GENE";"WILLIS";"ILLUSION AMELIE";"2006";"0"
"GENE";"WILLIS";"JET NEIGHBORS";"2006";"0"
"GENE";"WILLIS";"METROPOLIS COMA";"2006";"0"
"GENE";"WILLIS";"MONEY HAROLD";"2006";"0"
"GENE";"WILLIS";"PAST SUICIDES";"2006";"0"
"GENE";"WILLIS";"SECRETS PARADISE";"2006";"0"
"GENE";"WILLIS";"SPLASH GUMP";"2006";"0"
"GENE";"WILLIS";"STING PERSONAL";"2006";"0"
"GENE";"WILLIS";"TADPOLE PARK";"2006";"0"
"GENE";"WILLIS";"VIRGINIAN PLUTO";"2006";"0"
"GENE";"WILLIS";"WEREWOLF LOLA";"2006";"0"
"GENE";"WILLIS";"WORDS HUNTER";"2006";"0"
"GEOFFREY";"HESTON";"CENTER DINOSAUR";"2006";"0"
"GEOFFREY";"HESTON";"CHINATOWN GLADIATOR";"2006";"0"
"GEOFFREY";"HESTON";"COMA HEAD";"2006";"0"
"GEOFFREY";"HESTON";"COMMAND DARLING";"2006";"0"
"GEOFFREY";"HESTON";"DAZED PUNK";"2006";"0"
"GEOFFREY";"HESTON";"DIRTY ACE";"2006";"0"
"GEOFFREY";"HESTON";"FUGITIVE MAGUIRE";"2006";"0"
"GEOFFREY";"HESTON";"GOLDMINE TYCOON";"2006";"0"
"GEOFFREY";"HESTON";"GORGEOUS BINGO";"2006";"0"
"GEOFFREY";"HESTON";"GRIT CLOCKWORK";"2006";"0"
"GEOFFREY";"HESTON";"IGBY MAKER";"2006";"0"
"GEOFFREY";"HESTON";"INSTINCT AIRPORT";"2006";"0"
"GEOFFREY";"HESTON";"JEOPARDY ENCINO";"2006";"0"
"GEOFFREY";"HESTON";"KISSING DOLLS";"2006";"0"
"GEOFFREY";"HESTON";"LOLA AGENT";"2006";"0"
"GEOFFREY";"HESTON";"LUCK OPUS";"2006";"0"
"GEOFFREY";"HESTON";"MERMAID INSECTS";"2006";"0"
"GEOFFREY";"HESTON";"MIDNIGHT WESTWARD";"2006";"0"
"GEOFFREY";"HESTON";"ODDS BOOGIE";"2006";"0"
"GEOFFREY";"HESTON";"PARIS WEEKEND";"2006";"0"
"GEOFFREY";"HESTON";"PATTON INTERVIEW";"2006";"0"
"GEOFFREY";"HESTON";"PUNK DIVORCE";"2006";"0"
"GEOFFREY";"HESTON";"TELEMARK HEARTBREAKERS";"2006";"0"
"GEOFFREY";"HESTON";"TITANIC BOONDOCK";"2006";"0"
"GEOFFREY";"HESTON";"TOMORROW HUSTLER";"2006";"0"
"GEOFFREY";"HESTON";"WORKING MICROCOSMOS";"2006";"0"
"GINA";"DEGENERES";"BED HIGHBALL";"2006";"0"
"GINA";"DEGENERES";"CALENDAR GUNFIGHT";"2006";"0"
"GINA";"DEGENERES";"CHAMBER ITALIAN";"2006";"0"
"GINA";"DEGENERES";"CHAPLIN LICENSE";"2006";"0"
"GINA";"DEGENERES";"CHARIOTS CONSPIRACY";"2006";"0"
"GINA";"DEGENERES";"CLUELESS BUCKET";"2006";"0"
"GINA";"DEGENERES";"COLDBLOODED DARLING";"2006";"0"
"GINA";"DEGENERES";"CONEHEADS SMOOCHY";"2006";"0"
"GINA";"DEGENERES";"DARKNESS WAR";"2006";"0"
"GINA";"DEGENERES";"DEER VIRGINIAN";"2006";"0"
"GINA";"DEGENERES";"DOGMA FAMILY";"2006";"0"
"GINA";"DEGENERES";"ELEPHANT TROJAN";"2006";"0"
"GINA";"DEGENERES";"EXCITEMENT EVE";"2006";"0"
"GINA";"DEGENERES";"FRISCO FORREST";"2006";"0"
"GINA";"DEGENERES";"GANDHI KWAI";"2006";"0"
"GINA";"DEGENERES";"GOODFELLAS SALUTE";"2006";"0"
"GINA";"DEGENERES";"GUNFIGHT MOON";"2006";"0"
"GINA";"DEGENERES";"HALL CASSIDY";"2006";"0"
"GINA";"DEGENERES";"HEARTBREAKERS BRIGHT";"2006";"0"
"GINA";"DEGENERES";"HOOK CHARIOTS";"2006";"0"
"GINA";"DEGENERES";"HYDE DOCTOR";"2006";"0"
"GINA";"DEGENERES";"IMPACT ALADDIN";"2006";"0"
"GINA";"DEGENERES";"INDIAN LOVE";"2006";"0"
"GINA";"DEGENERES";"INTRIGUE WORST";"2006";"0"
"GINA";"DEGENERES";"LICENSE WEEKEND";"2006";"0"
"GINA";"DEGENERES";"LOUISIANA HARRY";"2006";"0"
"GINA";"DEGENERES";"MAGNIFICENT CHITTY";"2006";"0"
"GINA";"DEGENERES";"METAL ARMAGEDDON";"2006";"0"
"GINA";"DEGENERES";"MIDNIGHT WESTWARD";"2006";"0"
"GINA";"DEGENERES";"MOVIE SHAKESPEARE";"2006";"0"
"GINA";"DEGENERES";"MUMMY CREATURES";"2006";"0"
"GINA";"DEGENERES";"OPEN AFRICAN";"2006";"0"
"GINA";"DEGENERES";"SEARCHERS WAIT";"2006";"0"
"GINA";"DEGENERES";"SEVEN SWARM";"2006";"0"
"GINA";"DEGENERES";"SIERRA DIVIDE";"2006";"0"
"GINA";"DEGENERES";"SPIRITED CASUALTIES";"2006";"0"
"GINA";"DEGENERES";"STORM HAPPINESS";"2006";"0"
"GINA";"DEGENERES";"SUGAR WONKA";"2006";"0"
"GINA";"DEGENERES";"TELEGRAPH VOYAGE";"2006";"0"
"GINA";"DEGENERES";"TRAINSPOTTING STRANGERS";"2006";"0"
"GINA";"DEGENERES";"WIFE TURN";"2006";"0"
"GINA";"DEGENERES";"WINDOW SIDE";"2006";"0"
"GOLDIE";"BRODY";"BILKO ANONYMOUS";"2006";"0"
"GOLDIE";"BRODY";"BINGO TALENTED";"2006";"0"
"GOLDIE";"BRODY";"COMANCHEROS ENEMY";"2006";"0"
"GOLDIE";"BRODY";"DAISY MENAGERIE";"2006";"0"
"GOLDIE";"BRODY";"DESERT POSEIDON";"2006";"0"
"GOLDIE";"BRODY";"EVERYONE CRAFT";"2006";"0"
"GOLDIE";"BRODY";"EXORCIST STING";"2006";"0"
"GOLDIE";"BRODY";"FLAMINGOS CONNECTICUT";"2006";"0"
"GOLDIE";"BRODY";"HIGH ENCINO";"2006";"0"
"GOLDIE";"BRODY";"HOLY TADPOLE";"2006";"0"
"GOLDIE";"BRODY";"HOOSIERS BIRDCAGE";"2006";"0"
"GOLDIE";"BRODY";"INCH JET";"2006";"0"
"GOLDIE";"BRODY";"JASON TRAP";"2006";"0"
"GOLDIE";"BRODY";"MARRIED GO";"2006";"0"
"GOLDIE";"BRODY";"MOD SECRETARY";"2006";"0"
"GOLDIE";"BRODY";"MOSQUITO ARMAGEDDON";"2006";"0"
"GOLDIE";"BRODY";"MUMMY CREATURES";"2006";"0"
"GOLDIE";"BRODY";"OUTLAW HANKY";"2006";"0"
"GOLDIE";"BRODY";"PITY BOUND";"2006";"0"
"GOLDIE";"BRODY";"POLLOCK DELIVERANCE";"2006";"0"
"GOLDIE";"BRODY";"PRIDE ALAMO";"2006";"0"
"GOLDIE";"BRODY";"PRIX UNDEFEATED";"2006";"0"
"GOLDIE";"BRODY";"PUNK DIVORCE";"2006";"0"
"GOLDIE";"BRODY";"ROBBERY BRIGHT";"2006";"0"
"GOLDIE";"BRODY";"SEA VIRGIN";"2006";"0"
"GOLDIE";"BRODY";"SNATCHERS MONTEZUMA";"2006";"0"
"GOLDIE";"BRODY";"SPIRITED CASUALTIES";"2006";"0"
"GOLDIE";"BRODY";"UNBREAKABLE KARATE";"2006";"0"
"GRACE";"MOSTEL";"ANGELS LIFE";"2006";"0"
"GRACE";"MOSTEL";"ANONYMOUS HUMAN";"2006";"0"
"GRACE";"MOSTEL";"ARACHNOPHOBIA ROLLERCOASTER";"2006";"0"
"GRACE";"MOSTEL";"BERETS AGENT";"2006";"0"
"GRACE";"MOSTEL";"BREAKING HOME";"2006";"0"
"GRACE";"MOSTEL";"COMMAND DARLING";"2006";"0"
"GRACE";"MOSTEL";"CONFESSIONS MAGUIRE";"2006";"0"
"GRACE";"MOSTEL";"DAZED PUNK";"2006";"0"
"GRACE";"MOSTEL";"DECEIVER BETRAYED";"2006";"0"
"GRACE";"MOSTEL";"DESTINATION JERK";"2006";"0"
"GRACE";"MOSTEL";"EXCITEMENT EVE";"2006";"0"
"GRACE";"MOSTEL";"GASLIGHT CRUSADE";"2006";"0"
"GRACE";"MOSTEL";"HELLFIGHTERS SIERRA";"2006";"0"
"GRACE";"MOSTEL";"INSTINCT AIRPORT";"2006";"0"
"GRACE";"MOSTEL";"MALKOVICH PET";"2006";"0"
"GRACE";"MOSTEL";"NECKLACE OUTBREAK";"2006";"0"
"GRACE";"MOSTEL";"OCTOBER SUBMARINE";"2006";"0"
"GRACE";"MOSTEL";"OPEN AFRICAN";"2006";"0"
"GRACE";"MOSTEL";"POSEIDON FOREVER";"2006";"0"
"GRACE";"MOSTEL";"SAINTS BRIDE";"2006";"0"
"GRACE";"MOSTEL";"SAVANNAH TOWN";"2006";"0"
"GRACE";"MOSTEL";"SCISSORHANDS SLUMS";"2006";"0"
"GRACE";"MOSTEL";"SLEEPLESS MONSOON";"2006";"0"
"GRACE";"MOSTEL";"SLEEPY JAPANESE";"2006";"0"
"GRACE";"MOSTEL";"STING PERSONAL";"2006";"0"
"GRACE";"MOSTEL";"TOWN ARK";"2006";"0"
"GRACE";"MOSTEL";"TRACY CIDER";"2006";"0"
"GRACE";"MOSTEL";"TREATMENT JEKYLL";"2006";"0"
"GRACE";"MOSTEL";"WAR NOTTING";"2006";"0"
"GRACE";"MOSTEL";"WARLOCK WEREWOLF";"2006";"0"
"GREG";"CHAPLIN";"CHARADE DUFFEL";"2006";"0"
"GREG";"CHAPLIN";"CLYDE THEORY";"2006";"0"
"GREG";"CHAPLIN";"CRUELTY UNFORGIVEN";"2006";"0"
"GREG";"CHAPLIN";"DAY UNFAITHFUL";"2006";"0"
"GREG";"CHAPLIN";"DRACULA CRYSTAL";"2006";"0"
"GREG";"CHAPLIN";"FANTASY TROOPERS";"2006";"0"
"GREG";"CHAPLIN";"FORWARD TEMPLE";"2006";"0"
"GREG";"CHAPLIN";"GODFATHER DIARY";"2006";"0"
"GREG";"CHAPLIN";"HALF OUTFIELD";"2006";"0"
"GREG";"CHAPLIN";"HOPE TOOTSIE";"2006";"0"
"GREG";"CHAPLIN";"JEOPARDY ENCINO";"2006";"0"
"GREG";"CHAPLIN";"JET NEIGHBORS";"2006";"0"
"GREG";"CHAPLIN";"LIBERTY MAGNIFICENT";"2006";"0"
"GREG";"CHAPLIN";"LICENSE WEEKEND";"2006";"0"
"GREG";"CHAPLIN";"MAGNIFICENT CHITTY";"2006";"0"
"GREG";"CHAPLIN";"NEWTON LABYRINTH";"2006";"0"
"GREG";"CHAPLIN";"NOVOCAINE FLIGHT";"2006";"0"
"GREG";"CHAPLIN";"OLEANDER CLUE";"2006";"0"
"GREG";"CHAPLIN";"RUNNER MADIGAN";"2006";"0"
"GREG";"CHAPLIN";"SAMURAI LION";"2006";"0"
"GREG";"CHAPLIN";"SLING LUKE";"2006";"0"
"GREG";"CHAPLIN";"STRICTLY SCARFACE";"2006";"0"
"GREG";"CHAPLIN";"TEEN APOLLO";"2006";"0"
"GREG";"CHAPLIN";"TITANS JERK";"2006";"0"
"GREG";"CHAPLIN";"TRAINSPOTTING STRANGERS";"2006";"0"
"GREG";"CHAPLIN";"UNFAITHFUL KILL";"2006";"0"
"GREG";"CHAPLIN";"USUAL UNTOUCHABLES";"2006";"0"
"GREGORY";"GOODING";"ALLEY EVOLUTION";"2006";"0"
"GREGORY";"GOODING";"ARMAGEDDON LOST";"2006";"0"
"GREGORY";"GOODING";"BOILED DARES";"2006";"0"
"GREGORY";"GOODING";"COWBOY DOOM";"2006";"0"
"GREGORY";"GOODING";"DEEP CRUSADE";"2006";"0"
"GREGORY";"GOODING";"EXORCIST STING";"2006";"0"
"GREGORY";"GOODING";"EXPRESS LONELY";"2006";"0"
"GREGORY";"GOODING";"GREATEST NORTH";"2006";"0"
"GREGORY";"GOODING";"HEAVEN FREEDOM";"2006";"0"
"GREGORY";"GOODING";"HOLES BRANNIGAN";"2006";"0"
"GREGORY";"GOODING";"INSECTS STONE";"2006";"0"
"GREGORY";"GOODING";"MADISON TRAP";"2006";"0"
"GREGORY";"GOODING";"MAIDEN HOME";"2006";"0"
"GREGORY";"GOODING";"MOONSHINE CABIN";"2006";"0"
"GREGORY";"GOODING";"OPERATION OPERATION";"2006";"0"
"GREGORY";"GOODING";"PEAK FOREVER";"2006";"0"
"GREGORY";"GOODING";"POTLUCK MIXED";"2006";"0"
"GREGORY";"GOODING";"SEATTLE EXPECATIONS";"2006";"0"
"GREGORY";"GOODING";"SISTER FREDDY";"2006";"0"
"GREGORY";"GOODING";"SONG HEDWIG";"2006";"0"
"GREGORY";"GOODING";"SPICE SORORITY";"2006";"0"
"GREGORY";"GOODING";"SPIRIT FLINTSTONES";"2006";"0"
"GREGORY";"GOODING";"SPOILERS HELLFIGHTERS";"2006";"0"
"GREGORY";"GOODING";"STORM HAPPINESS";"2006";"0"
"GREGORY";"GOODING";"SUBMARINE BED";"2006";"0"
"GREGORY";"GOODING";"TROUBLE DATE";"2006";"0"
"GREGORY";"GOODING";"WARDROBE PHANTOM";"2006";"0"
"GREGORY";"GOODING";"WEST LION";"2006";"0"
"GREGORY";"GOODING";"WHALE BIKINI";"2006";"0"
"GREGORY";"GOODING";"WRONG BEHAVIOR";"2006";"0"
"GRETA";"KEITEL";"ALABAMA DEVIL";"2006";"0"
